,name,station_id,station_location,lat,lng,unleaded,super_unleaded,diesel,premium_diesel,station_unleaded_date,station_super_unleaded_date,station_diesel_date,station_premium_diesel_date
748,SHELL HODDESDON (SHELL WAITROSE BROXBOURNE),987,"HIGH ROAD, EN10 6PY",51.7381495,-0.0220675,141.9,,143.9,,13.10.2021,,13.10.2021,
749,BP WALTHAM ABBEY (ABBEY SERVICE STATION),5080,"FARM HILL ROAD, EN9 1NN",51.68591,0.0018,,139.9,141.9,,,13.10.2021,14.10.2021,
750,TESCO WALTHAM ABBEY,25517,"SEWARDSTONE ROAD, EN9 1JH",51.68422229999999,0.0021203,139.9,,141.9,,18.10.2021,,18.10.2021,
751,TEXACO WALTHAM ABBEY (MARSHFIELD SERVICE STATION),1199,"SEWARDSTONE ROAD, E4 7RF",51.6583941,-0.0052204,,,151.9,,,,13.10.2021,
752,UNBRANDED HODDESDON (HODDESDON SERVICE STATION),931,"HIGH STREET, EN11 8SX",51.7580682,-0.0127398,,,140.8,,,,13.10.2021,
753,SAINSBURYS HODDESDON,25036,"BREWERY ROAD, EN11 8HF",51.7605601,-0.0081821999999999,135.9,,138.9,,13.10.2021,,13.10.2021,
754,SHELL EPPING ROAD (SHELL EPPING),1625,"EPPING ROAD, CM16 5HW",51.6757291,0.0631711,141.9,154.9,143.9,156.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
755,UNBRANDED EPPING GREEN ROAD (JACK'S HATCH GARAGE),13479,"EPPING GREEN ROAD, CM16 6QA",51.7401478,0.0743800999999999,,,,,,,,
756,SHELL HIGH STREET (SHELL HALFMOON),8247,"HIGH STREET, CM16 4AE",51.6958713,0.1066758,141.9,,143.9,156.9,14.10.2021,,14.10.2021,13.10.2021
757,BP HODDESDON (WARE ROAD SF CONNECT),933,"WARE ROAD, EN11 9DU",51.7667949,-0.0118097,,,142.9,,,,14.10.2021,
758,BP SOUTHERN WAY (HARLOW SF CONNECT),4966,"SOUTHERN WAY, CM18 7BH",51.7532,0.0882999999999999,140.9,,,,17.10.2021,,,
759,TEXACO HARLOW (HARLOW SERVICE STATION),8616,"ELIZABETH WAY, CM19 5AR",51.7671608,0.0671832,142.9,,146.9,,13.10.2021,,13.10.2021,
760,GULF HODDESDON (HAILEY SERVICE STATION),9847,"WARE ROAD, SG13 7PE",51.780164,-0.013804,144.9,,149.9,,13.10.2021,,13.10.2021,
761,UNBRANDED HIGH ROAD (EPPING HIGH ROAD SERVICE STATION),13477,"HIGH ROAD, CM16 6LZ",51.7303529,0.1233972,137.7,,140.8,,17.10.2021,,13.10.2021,
762,UNBRANDED HIGH ROAD (EPPING SERVICE STATION),7605,"HIGH ROAD, CM16 6LZ",51.7303529,0.1233972,136.8,139.8,139.8,,13.10.2021,11.10.2021,13.10.2021,
763,JET EPPING (BASSETT FILLING STATION),18316,"HIGH ROAD, CM16 6ED",0.0,0.0,139.9,,143.9,,18.10.2021,,18.10.2021,
764,SHELL HARLOW (SHELL HARLOW),3643,"POTTER STREET BYPASS, CM17 9AD",51.749591,0.134583,141.9,155.9,142.9,,16.10.2021,13.10.2021,13.10.2021,
765,BP POTTER STREET BYPASS (HARLOW GATE SF CONNECT),4965,"POTTER STREET BYPASS, CM17 9AG",51.74979940000001,0.1346855,139.9,153.9,142.9,154.9,13.10.2021,13.10.2021,12.10.2021,13.10.2021
766,ESSO TILLWICKS ROAD (RSS HARLOW),2195,"TILLWICKS ROAD, CM18 6NQ",51.7585457,0.1148854,139.9,,142.9,156.9,13.10.2021,,14.10.2021,12.10.2021
767,TESCO HARLOW CHURCH LANGLEY,8836,"CHURCH LANGLEY WAY, CM17 9TE",51.7665179,0.1307699,138.9,143.9,140.9,,15.10.2021,12.10.2021,15.10.2021,
768,ESSO FOURTH AVENUE (MFG LINKWAY),6918,"FOURTH AVENUE, CM20 9HH",51.771172,0.090932,139.9,,144.9,,13.10.2021,,14.10.2021,
769,SAINSBURYS HARLOW,8840,"FIFTH AVENUE, CM20 2AG",51.7746608,0.0949134,136.9,143.9,140.9,,17.10.2021,13.10.2021,16.10.2021,
770,BP EDINBURGH WAY (RSS EDINBURGH WAY),6919,"EDINBURGH WAY, CM20 2DG",51.785711,0.117574,139.9,,144.9,,13.10.2021,,15.10.2021,
771,TESCO HARLOW EDINBURGH WAY,8841,"EDINBURGH WAY, CM20 2TG",51.7856162,0.125239,138.9,,140.9,,15.10.2021,,15.10.2021,
772,ESSO CHIPPING ONGAR (ONGAR EXPRESS),12456,"HIGH STREET, CM5 9AL",51.7069501,0.2447163,138.9,,143.9,,13.10.2021,,13.10.2021,
773,BP CHIPPING ONGAR (MFG FOUR WANTZ),6158,"WANTZ ROUNDABOUT, CM5 0AH",51.7129932,0.2451619,,139.9,145.9,,,14.10.2021,14.10.2021,
774,UNBRANDED ONGAR (NORTON HEATH SERVICE STATION),8248,"CHELMSFORD ROAD, CM4 0LQ",51.7105964,0.3108723,136.8,,140.8,,11.10.2021,,13.10.2021,
775,UNBRANDED BLACKMORE (WAKELINS GARAGE),25425,"INGATESTONE ROAD, CM4 0RS",51.6914901,0.3210998,,,,,,,,
776,BP CHELMSFORD ROAD (BRENTWOOD SF CONNECT),6155,"CHELMSFORD ROAD, CM15 8SD",51.645339,0.344754,142.9,156.9,145.9,157.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
777,BP RAYLEIGH ROAD (HUTTON MOUNT SF CONNECT),2191,"RAYLEIGH ROAD, CM13 1AB",51.631193,0.331684,140.9,154.9,143.9,154.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
